type,results_id,results_card_info_name,results_card_info_clean_name,results_card_info_set_name,results_card_info_set_code,results_card_info_set_id,results_card_info_card_number,results_card_info_rarity,results_card_info_card_type,results_card_info_hp,results_card_info_stage,results_card_info_card_text,results_card_info_attacks,results_card_info_weakness,results_card_info_resistance,results_card_info_retreat_cost,results_tcgplayer_prices,results_tcgplayer_url,results_cardmarket_product_name,results_cardmarket_prices,results_cardmarket_product_url,results_cardmarket
Card,pk_84835ce9a14495f35d48d9b8d9282ea2f68cd898fc0cb8c66498ebfa4f53e6bca30a82fd17e4b81b00ec2eeb52f4,Ariados,Ariados,ME03: Perfect Order,POR,24587,002/088,Common,Grass,110.0,Stage 1,,"[""[G] Poison Ring (50)<br> Your opponent's Active Pokémon is now Poisoned. During your opponent’s next turn, that Pokémon can't retreat.""]",Rx2,,1.0,"[{'low_price': 0.01, 'mid_price': 0.12, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.07, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.21, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.2, 'direct_low_price': 0.18, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684398,Ariados,"[{'avg': 0.1, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.03, 'avg30': 0.03, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.09, 'low': 0.02, 'avg1': 0.09, 'avg7': 0.08, 'avg30': 0.08, 'trend': 0.07, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Ariados-POR002,
Card,pk_2e2b95976aadee5237a43bb221f5ea0bf355a479b39c00eb60c698fe66fad720f80267fa10704d1eaf6854c29ce3d9,Seel,Seel,ME03: Perfect Order,POR,24587,018/088,Common,Water,80.0,Basic,,"['[W] Rain Splash (10)', '[WW] Wave Splash (30)']",Lx2,,2.0,"[{'low_price': 0.01, 'mid_price': 0.14, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.1, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.23, 'high_price': 18.06, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.22, 'direct_low_price': 0.23, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684372,Seel,"[{'avg': 0.09, 'low': 0.02, 'avg1': 0.09, 'avg7': 0.1, 'avg30': 0.09, 'trend': 0.1, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.03, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.02, 'avg30': 0.03, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Seel-POR018,
Card,pk_e2f4753ab4712a7edbbf4b699c0c895ec6d4f0fd7ca95ce902f7701ea5431e946788c017d5830ae0eb11d4d6f14763,Judge,Judge,ME03: Perfect Order,POR,24587,076/088,Uncommon,Trainer - Supporter,,,,[],,,,"[{'low_price': 0.01, 'mid_price': 0.19, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.2, 'direct_low_price': 0.15, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.25, 'high_price': 18.22, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.26, 'direct_low_price': 0.4, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684323,Judge,"[{'avg': 0.07, 'low': 0.02, 'avg1': 0.06, 'avg7': 0.07, 'avg30': 0.07, 'trend': 0.08, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.16, 'low': 0.02, 'avg1': 0.1, 'avg7': 0.13, 'avg30': 0.16, 'trend': 0.15, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Judge-POR076,
Card,pk_74f9c50a004bc6a8b039079fd4d09ca30c602be97d6e65525676b8e70610e936c93d53111a85e6d61f010af9476288,Mega Clefable ex - 031/088,Mega Clefable ex,ME03: Perfect Order,POR,24587,031/088,Double Rare,Psychic,320.0,Stage 1,,"['[PP] Shooting Moons (120+)<br> You may discard up to 4 Energy cards from your hand, and this attack does 40 more damage for each card you discarded in this way.']",Mx2,,1.0,"[{'low_price': 0.25, 'mid_price': 0.75, 'high_price': 4321, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.67, 'direct_low_price': None, 'sub_type_name': 'Holofoil'}]",https://www.tcgplayer.com/product/684383,Mega Clefable ex,"[{'avg': 0.65, 'low': 0.1, 'avg1': 0.61, 'avg7': 0.63, 'avg30': 0.65, 'trend': 0.66, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': None, 'low': None, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Mega-Clefable-ex-V1-POR031,
Card,pk_c64af8f05b05c1886802a1cdbc55a4085205aa5121ef8d4bece62ec0540a9f729c956e0bbcf2b875052f045bc0d71e,Furfrou,Furfrou,ME03: Perfect Order,POR,24587,067/088,Common,Colorless,90.0,Basic,,"[""[C] Hand Trim<br> Discard random cards from your opponent's hand until they have 5 cards in their hand."", '[C] Headbutt (30)']",Fx2,,1.0,"[{'low_price': 0.01, 'mid_price': 0.12, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.07, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.2, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.19, 'direct_low_price': 0.1, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684443,Furfrou,"[{'avg': 0.03, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.03, 'avg30': 0.03, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.08, 'low': 0.02, 'avg1': 0.07, 'avg7': 0.07, 'avg30': 0.07, 'trend': 0.07, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Furfrou-POR067,
Card,pk_2fd1f4bfedeb6c0300d80a4c69d6b2b111a8157b838747508e739480f4e21f74b75353df62d7dd5c6a435d659fb3,Spewpa - 008/088,Spewpa,ME03: Perfect Order,POR,24587,008/088,Common,Grass,80.0,Stage 1,,"[""[G] Hide<br> Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon.""]",Rx2,,3.0,"[{'low_price': 0.01, 'mid_price': 0.23, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.2, 'direct_low_price': 0.22, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.15, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.08, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684364,Spewpa,"[{'avg': 0.03, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.04, 'avg30': 0.03, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.09, 'low': 0.02, 'avg1': 0.08, 'avg7': 0.08, 'avg30': 0.09, 'trend': 0.08, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Spewpa-V1-POR008,
Card,pk_5354c563f252d924fe4862393a2f3b02344041de04b109648cc03b1114aaf897b1a7fcdfa1f70c1ac9d2c4ccf00840,Landorus,Landorus,ME03: Perfect Order,POR,24587,041/088,Rare,Fighting,120.0,Basic,,"[""[FF] Rock Tumble (50)<br> This attack's damage isn't affected by Resistance."", '[FFC] Screw Knuckle (120)<br> Put an Energy attached to this Pokémon into your hand.']",Gx2,,1.0,"[{'low_price': 0.01, 'mid_price': 0.22, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.24, 'direct_low_price': 0.18, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.15, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.08, 'direct_low_price': 0.01, 'sub_type_name': 'Holofoil'}]",https://www.tcgplayer.com/product/684427,Landorus,"[{'avg': 0.04, 'low': 0.02, 'avg1': 0.04, 'avg7': 0.04, 'avg30': 0.04, 'trend': 0.04, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.1, 'low': 0.02, 'avg1': 0.12, 'avg7': 0.11, 'avg30': 0.1, 'trend': 0.09, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Landorus-POR041,
Card,pk_9ce26851316376d6fa0044f97648c17a7d058b114fce78d1ec3c9a54fa54c6f35003992e3bf0a988cef9d9146f81ff,Energy Search,Energy Search,ME03: Perfect Order,POR,24587,072/088,Common,Trainer - Item,,,,[],,,,"[{'low_price': 0.01, 'mid_price': 0.24, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.23, 'direct_low_price': 0.46, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.18, 'high_price': 18.16, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.18, 'direct_low_price': 0.16, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684322,Energy Search,"[{'avg': 0.06, 'low': 0.02, 'avg1': 0.04, 'avg7': 0.05, 'avg30': 0.06, 'trend': 0.06, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.12, 'low': 0.02, 'avg1': 0.07, 'avg7': 0.1, 'avg30': 0.12, 'trend': 0.11, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Energy-Search-POR072,
Card,pk_da91b80dc21b25fcda819b9cabfe87196d8f7dfe490d13211f03f4154d07daf38911cfaf6ec324877b042af68a9126,Spritzee,Spritzee,ME03: Perfect Order,POR,24587,035/088,Common,Psychic,70.0,Basic,,"['[C] Sweet Scent<br> Heal 30 damage from 1 of your Pokémon.', '[P] Ram (10)']",Mx2,,1.0,"[{'low_price': 0.01, 'mid_price': 0.25, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.31, 'direct_low_price': 0.22, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.15, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.15, 'direct_low_price': 0.07, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684420,Spritzee,"[{'avg': 0.03, 'low': 0.02, 'avg1': 0.03, 'avg7': 0.03, 'avg30': 0.03, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.1, 'low': 0.02, 'avg1': 0.09, 'avg7': 0.09, 'avg30': 0.1, 'trend': 0.07, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Spritzee-POR035,
Card,pk_d9f6cdbe3cabd7c57eee31c58ee09ee396c09d396524669463df8f64a4cea79a4d744a9649869284d670e48240a22c,Shinx,Shinx,ME03: Perfect Order,POR,24587,026/088,Common,Lightning,70.0,Basic,,['[L] Double Scratch (10x)<br> Flip 2 coins. This attack does 10 damage for each heads.'],Fx2,,1.0,"[{'low_price': 0.01, 'mid_price': 0.14, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.09, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.22, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.23, 'direct_low_price': 0.18, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684409,Shinx,"[{'avg': 0.04, 'low': 0.02, 'avg1': 0.09, 'avg7': 0.03, 'avg30': 0.04, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.1, 'low': 0.02, 'avg1': 0.1, 'avg7': 0.1, 'avg30': 0.1, 'trend': 0.09, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Shinx-POR026,
Card,pk_69766237935f4e53f9dea58e47e307b4f977a3eac44b5d24644dee1d4b90022367fc6fd2b48f64038b6917d39c3c4d,Tarragon - 085/088,Tarragon,ME03: Perfect Order,POR,24587,085/088,Uncommon,Trainer - Supporter,,,,[],,,,"[{'low_price': 0.01, 'mid_price': 0.15, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.12, 'direct_low_price': 0.11, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.26, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.27, 'direct_low_price': 0.4, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684344,Tarragon,"[{'avg': 0.06, 'low': 0.02, 'avg1': 0.08, 'avg7': 0.05, 'avg30': 0.05, 'trend': 0.05, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.11, 'low': 0.02, 'avg1': 0.15, 'avg7': 0.1, 'avg30': 0.11, 'trend': 0.11, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Tarragon-V1-POR085,
Card,pk_b56de80e7d29a46e79de0ad04d52d48beae3ec7c121100a57ba696a879270a6eebe48390cd2a47afedd141d1dacdf1,Rocky Fighting Energy,Rocky Fighting Energy,ME03: Perfect Order,POR,24587,087/088,Rare,Special Fighting Energy,,,,[],,,,"[{'low_price': 0.01, 'mid_price': 0.26, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.22, 'direct_low_price': 0.4, 'sub_type_name': 'Holofoil'}, {'low_price': 0.01, 'mid_price': 0.3, 'high_price': 17.19, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.25, 'direct_low_price': 0.27, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684350,,,,
Card,pk_68ae289c4043808c67c7099cf36541dfbcdfe4adeb71819677f979a66d4c171661570d46a93138717776a1967755e2,Lumiose City - 077/088,Lumiose City,ME03: Perfect Order,POR,24587,077/088,Uncommon,Trainer - Stadium,,,,[],,,,"[{'low_price': 0.01, 'mid_price': 0.13, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.11, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.22, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.18, 'direct_low_price': 0.19, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684348,Lumiose City,"[{'avg': 0.05, 'low': 0.02, 'avg1': 0.06, 'avg7': 0.04, 'avg30': 0.04, 'trend': 0.04, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.1, 'low': 0.02, 'avg1': 0.1, 'avg7': 0.11, 'avg30': 0.11, 'trend': 0.1, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Lumiose-City-V1-POR077,
Card,pk_6afdb518aea358416714ef1295e49b0c80944f26fdd8ff9f507f52aa03360cc5b908570ba86fcd754bffedd93c1574,Honedge,Honedge,ME03: Perfect Order,POR,24587,056/088,Common,Metal,70.0,Basic,,['[C] Cut (10)'],Rx2,G-30,2.0,"[{'low_price': 0.01, 'mid_price': 0.25, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.31, 'direct_low_price': 0.33, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.15, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.13, 'direct_low_price': 0.05, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684378,Honedge,"[{'avg': 0.04, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.02, 'avg30': 0.04, 'trend': 0.02, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.1, 'low': 0.02, 'avg1': 0.06, 'avg7': 0.09, 'avg30': 0.1, 'trend': 0.09, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Honedge-POR056,
Card,pk_9a125eb7420cf16677c79c7c0983927875f35a0ed55c3370b558422e4b41f9d2ebacd2b360ef62c01f39e5cd100843,Growing Grass Energy,Growing Grass Energy,ME03: Perfect Order,POR,24587,086/088,Rare,Special Grass Energy,,,,[],,,,"[{'low_price': 0.01, 'mid_price': 0.22, 'high_price': 45, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.2, 'direct_low_price': 0.25, 'sub_type_name': 'Holofoil'}, {'low_price': 0.02, 'mid_price': 0.27, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.23, 'direct_low_price': None, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684375,,,,
Card,pk_931385744e03adf02b53d63b0b5181baad5effbce0bc1fff88795f53899430b69556d2ae8cbf4808da4f4d3251dc66,Poke Pad - 081/088,Poke Pad,ME03: Perfect Order,POR,24587,081/088,Uncommon,Trainer - Item,,,,[],,,,"[{'low_price': 0.04, 'mid_price': 0.75, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.57, 'direct_low_price': None, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.47, 'high_price': 90, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.39, 'direct_low_price': None, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684332,Poké Pad,"[{'avg': 0.65, 'low': 0.02, 'avg1': 0.56, 'avg7': 0.61, 'avg30': 0.64, 'trend': 0.56, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.44, 'low': 0.02, 'avg1': 0.46, 'avg7': 0.45, 'avg30': 0.45, 'trend': 0.46, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Poke-Pad-V1-POR081,
Card,pk_e1bbeefae7d2971973fa0ddcdcd27a83be9a38bdbb51abc6dea3c70917a33793ceb9e4db03517b35dc54c1571fb19d,Naveen - 079/088,Naveen,ME03: Perfect Order,POR,24587,079/088,Uncommon,Trainer - Supporter,,,,[],,,,"[{'low_price': 0.01, 'mid_price': 0.15, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.11, 'direct_low_price': 0.05, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.21, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.21, 'direct_low_price': 0.2, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684346,Naveen,"[{'avg': 0.04, 'low': 0.02, 'avg1': 0.04, 'avg7': 0.03, 'avg30': 0.04, 'trend': 0.04, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.1, 'low': 0.02, 'avg1': 0.06, 'avg7': 0.08, 'avg30': 0.1, 'trend': 0.08, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Naveen-V1-POR079,
Card,pk_32bf4e42f8ba0c203f1c2823d3324eb98a222a03b69ace3deffc87efe1d92e6ca2c84daa428c6c02e3b7dfcec72823,Tyrunt,Tyrunt,ME03: Perfect Order,POR,24587,044/088,Common,Fighting,100.0,,,['[FC] Get Angry (20x)<br> This attack does 20 damage for each damage counter on this Pokémon.'],Gx2,,3.0,"[{'low_price': 0.01, 'mid_price': 0.18, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.16, 'direct_low_price': 0.05, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.25, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.21, 'direct_low_price': 0.25, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684358,Tyrunt,"[{'avg': 0.1, 'low': 0.02, 'avg1': 0.12, 'avg7': 0.11, 'avg30': 0.1, 'trend': 0.1, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.04, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.04, 'avg30': 0.04, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Tyrunt-POR044,
Card,pk_17399808abb25505fa1755b8edf23f25552e9931cea7fb2ab1db04d7c57278444a98d4d208a111249a006c48a9691f,Gengar,Gengar,ME03: Perfect Order,POR,24587,050/088,Rare,Darkness,130.0,Stage 2,,"[""[D] Mind Jack (10+)<br> This attack does 30 more damage for each of your opponent's Benched Pokémon.""]",Fx2,,1.0,"[{'low_price': 0.25, 'mid_price': 1.02, 'high_price': 61, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 1.63, 'direct_low_price': 3.39, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.05, 'mid_price': 0.7, 'high_price': 50, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.52, 'direct_low_price': None, 'sub_type_name': 'Holofoil'}]",https://www.tcgplayer.com/product/684431,Gengar,"[{'avg': 0.36, 'low': 0.02, 'avg1': 0.39, 'avg7': 0.31, 'avg30': 0.37, 'trend': 0.32, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.64, 'low': 0.02, 'avg1': 0.3, 'avg7': 0.71, 'avg30': 0.64, 'trend': 0.79, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Gengar-POR050,
Card,pk_8c222d597dada91e96853edd4d43069f58df4b49ec72ff8e7cac8cd002c2de1577e337a1816928d0e515741023d65d,Mawile,Mawile,ME03: Perfect Order,POR,24587,032/088,Common,Psychic,110.0,Basic,,"['[PC] Double Eater (60x)<br> Discard up to 2 Energy cards from your hand, and this attack does 60 damage for each card you discarded in this way.']",Mx2,,2.0,"[{'low_price': 0.01, 'mid_price': 0.15, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.09, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.2, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.17, 'direct_low_price': 0.15, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684416,Mawile,"[{'avg': 0.03, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.03, 'avg30': 0.04, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.09, 'low': 0.02, 'avg1': 0.1, 'avg7': 0.09, 'avg30': 0.09, 'trend': 0.09, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Mawile-POR032,
Card,pk_5e5b27b3dd5ac8bbcd01327b67610f3a08d7285491d358ba9c1e05e7c344d8635c2175e3b96f13f0708d21ab4cffe6,Fletchinder,Fletchinder,ME03: Perfect Order,POR,24587,013/088,Common,Fire,90.0,Stage 1,,['[RR] Flare (60)'],Lx2,F-30,1.0,"[{'low_price': 0.01, 'mid_price': 0.12, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.07, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.23, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.23, 'direct_low_price': 0.23, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684404,Fletchinder,"[{'avg': 0.08, 'low': 0.02, 'avg1': 0.1, 'avg7': 0.09, 'avg30': 0.08, 'trend': 0.09, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.03, 'low': 0.02, 'avg1': 0.08, 'avg7': 0.03, 'avg30': 0.03, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Fletchinder-POR013,
Card,pk_e6ff92dfd3b50b148a5719bf562923983ca020fae838051f293ba7e204e65608642e121434eb599cf38145b0db13e7,Chien-Pao,Chien Pao,ME03: Perfect Order,POR,24587,054/088,Rare,Darkness,120.0,Basic,,"['[D] Strafe (20)<br> You may switch this Pokémon with 1 of your Benched Pokémon.', ""[DDC] Rising Blade (80+)<br> If your opponent's Active Pokémon is a Pokémon ex, this attack does 80 more damage.""]",Gx2,,1.0,"[{'low_price': 0.01, 'mid_price': 0.17, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.15, 'direct_low_price': 0.05, 'sub_type_name': 'Holofoil'}, {'low_price': 0.01, 'mid_price': 0.2, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.14, 'direct_low_price': 0.17, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684435,Chien-Pao,"[{'avg': 0.11, 'low': 0.02, 'avg1': 0.14, 'avg7': 0.11, 'avg30': 0.11, 'trend': 0.09, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.05, 'low': 0.02, 'avg1': 0.05, 'avg7': 0.04, 'avg30': 0.05, 'trend': 0.04, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Chien-Pao-POR054,
